English,Bangla
Of The East,প্রাচ্যের
Tucci,টুচি
Surrey,সারে
Orphanage,এতিমখানা
In The Force,বাহিনীতে
Leaky,ফুটো
Eternal,চিরন্তন
The Torch,মশাল
Sunrise,সূর্যোদয়
The Handle,হাতলটি
Complexity,জটিলতা
I Was Flying,আই ওয়াজ ফ্লাইং
Retail,খুচরা
Mountains,পাহাড়
Allergy,এলার্জি
Also As,এছাড়াও হিসাবে
In The Yard,উঠানে
Karl'S,কার্লস
Singapore,সিঙ্গাপুর
Stole,চুরি করেছে
Hoskins,হসকিন্স
Pettigrew,পেটিগ্রু
Indominus,ইন্ডোমিনাস
Hockley,হকলি
Sense Of Pride,সেন্স অফ প্রাইড
Turbulent,অশান্ত
The Streets,রাস্তা
Of Morpheus,মরফিয়াসের
Sharif,শরীফ
Library,লাইব্রেরি
The Missile,মিসাইল
Slavery,দাসত্ব
Hairy,লোমশ
In The Loop,লুপে
Of Norway,নরওয়ের
Girl:,মেয়ে:
Of Argument,যুক্তির
Of Oxygen,অক্সিজেনের
Was Playing,খেলার ছিল
Brett,ব্রেট
Thrust,খোঁচা
Sense Of Honor,সেন্স অফ অনার
Shenzhen,শেনজেন
In The Cup,কাপে
In A Mess,একটি জগাখিচুড়ি
The System Itself,সিস্টেম নিজেই
Diaper,ডায়াপার
Translate,অনুবাদ করা
Signed,স্বাক্ষরিত
To Press,টিপুন
Vacation,ছুটি
Gateway,প্রবেশপথ
Wanna,চাই
Of Purpose,উদ্দেশ্য
Abigail,এবিগেল
Sadness-Sadness,দুঃখ-দুঃখ
Guards,রক্ষীরা
Technically,প্রযুক্তিগতভাবে
Unsatisfied,অসন্তুষ্ট
Oysters,ঝিনুক
Officially,আনুষ্ঠানিকভাবে
Of The Atmosphere,বায়ুমণ্ডলের
The Beasts,দ্য বিস্টস
Of The Husband,স্বামীর
Window,জানলা
Lockdown,লকডাউন
Theresia,থেরেশিয়া
Kunjapan,কুঞ্জপান
Ginger,আদা
Innovation,উদ্ভাবন
Landscape,ল্যান্ডস্কেপ
Sense Of Humor,সেন্স অফ হিউমার
Of Transactions,লেনদেনের
To Delete,বাদ
Prostitutes,পতিতা
Batch,ব্যাচ
The Dew,শিশির
Of Ekan,একানের
Bootstrap,বুটস্ট্র্যাপ
Samad,সামাদ
To Henry,হেনরির কাছে
Processor,প্রসেসর
Goran,গোরান
Raises,বাড়ায়
Filch,ফিলচ
In Vallags,ভাল্লাগে
Reason Too,কারণও
Polyjuice,পলিজুস
Artistic,শৈল্পিক
At The Dock,ডক এ
Rookwood,রুকউড
In The Teeth,দাঁতে
Better,উত্তম
Extensively,ব্যাপকভাবে
Haramzadar,হারামজাদার
Russians,রাশিয়ানরা
Locked Up,আবদ্ধ
Sanwayo,সানওয়েও
Mastan,মাস্তান
Eiffel,আইফেল
To The Prisoner,প্রিজনারের কাছে
Unimaginable,অকল্পনীয়
Of The Lannisters,ল্যানিস্টারের
Robin,রবিন
Zorah,জোরাহ
Daenerys,ডেনেরিস
To Sirius,সিরিয়াসের কাছে
Hedwig,হেডউইগ
In The Inn,ইন দি ইন
Triwizard,ট্রাইউইজার্ড
Disturbance,ঝামেলা
Drogo,দ্রগো
Of The Sheet,শীট এর
Of Mayhem,মেহেমের
On The Rope,দড়িতে
Swedish,সুইডিশ
The Eggs,ডিম গুলি
Albus,অ্যালবাস
Stannis,স্ট্যানিস
Promising,প্রতিশ্রুতিশীল
Of Madness,উন্মাদনার
It'S Theirs,এটা তাদের
Of Thomas,টমাসের
The Need,প্রয়োজন
Clint,ক্লিন্ট
Peggy,পেগি
In The Closet,খুব কাছের
Leviosa,লেভিওসা
Milich,মিলিচ
Hazrat,হযরত
Of Design,ডিজাইনের
A Walk,হাঁটা
Andreas,আন্দ্রেয়াস
The Tsunami,সুনামি
The Big One,বড় এক
Of Cheese,পনির এর
Suits,স্যুট
To Fulfill,পূর্ণ করা
Of View,দেখুন
Loading,লোড হচ্ছে
To The Law,আইনের কাছে
Gearmo,গিয়ারমো
Legally,আইনত
Stare,তাকান
Did Not Lose,হারায়নি
Scrum,স্ক্রাম
Comprehensive,ব্যাপক
Debbie,ডেবি
In Size,মাপে
Elder Brother,বড় ভাই
Latif,লতিফ
The Design,নকশা
The Object,অবজেক্ট
Of Height,উচ্চতার
Gomsta,গোমস্তা
In The Lungs,ফুসফুসে
Turkish,তুর্কি
Of Conflict,দ্বন্দ্বের
Of The Subject,অব দ্য সাবজেক্ট
Geoffrey,জিওফ্রে
The Saliva,লালা
Long-Tongued,দীর্ঘ-জিহ্বা
Coulter,কুল্টার
Sibyl,সিবিল
Of The Association,সমিতির
Cheering,উল্লাস করছে
Chatillon,চাটিলন
Amigo,আমিগো
Marler,মার্লার
Exhausted,নিঃশেষিত
To The Knee,হাঁটু পর্যন্ত
Live Long,দির্ঘজীবি হও
Relative,আপেক্ষিক
Last Name,নামের শেষাংশ
The Graffiti,গ্রাফিতি
Shouts,চিৎকার করে
Chambers,চেম্বার
Will Throw,নিক্ষেপ করবে
Tobacco,তামাক
Had Read,পড়া ছিল
Masti,মস্তি
Lidavig,লিদাভিগ
Midas,মিডাস
Of Illness,অসুস্থতার
Chattering,বকবক করছে
The Hands,হাত
Screaming,চিৎকার করছে
Grunting,গুঞ্জন
The Right Side,সঠিক পক্ষ
Eureka,ইউরেকা
Maathai,মাথাই
Carefree,নিশ্চিন্ত
Disgusted,বিরক্ত
In The Branch,শাখায়
Buttock,পাছা
The Spoon,চামচ
Allison,অ্যালিসন
Merna,মেরনা
Miyake,মিয়াকে
Mmm-Hmm,মম-হুম
Good Afternoon,শুভ অপরাহ্ন
Of Miami,মিয়ামির
Piglet,শূকর
You Opened,তুমি খুলেছ
Flour,ময়দা
Defectors,দলত্যাগকারী
The Arabs,আরবরা
Nairobi,নাইরোবি
Spring,বসন্ত
Metropolis,মহানগর
The Patriot,দেশপ্রেমিক
The Following,অনুসরণ
The Subway,ভূগর্ভস্থ পথ
Of The Scene,দৃশ্যের
Achieved,অর্জন করেছে
Potato,আলু
Marron,মারন
In The Basket,ঝুরির ভিতরে
The Empire,সাম্রাজ্য
Rameshwar,রামেশ্বর
The F.B.I,F.B.I
In The Century,শতাব্দীতে
Tangabali,টাঙ্গাবালি
Of Conscience,বিবেকের
On The Lawn,লনে
Marathi,মারাঠি
The Sister,বোন
Of The Public,জনসাধারণের
Of Loyalty,আনুগত্যের
Prince'S,প্রিন্সের
Trainer,প্রশিক্ষক
In The Flesh,মাংসের মধ্যে
The Nebula,নীহারিকা
Bisha,বিশা
Zombie,জম্বি
Father-In-Law,শ্বশুর
In The Lot,লটে
Self Sacrifice,আত্মত্যাগ
The Limo,লিমো
To Throw,নিক্ষেপ করা
Continuously,ক্রমাগত
Corral,কোরাল
In Britain,ব্রিটেনে
House Owner,বাড়ির মালিক
Ripon,রিপন
Of Shock,শক এর
Receipt,প্রাপ্তি
Shallow,অগভীর
Of Governance,শাসনের
Pinch,চিমটি
Get On,পেতে
Commanding,কমান্ডিং
To The Person,ব্যক্তির কাছে
The Snail,শামুক
Tjjatiya,তজ্জতীয়া
The Mustache,গোঁফ
The Installment,কিস্তি
Of Observation,অবজারভেশন
Elsewhere,অন্যত্র
The Hat,হাট
Association,সংঘ
Bachelor,ব্যাচেলর
The Watcher,প্রহরী
Measurement,মাপা
Popularity,জনপ্রিয়তা
Horsemen,ঘোড়সওয়ার
Uninvited,আমন্ত্রিত
Believe,বিশ্বাস
Of Living,অফ লিভিং
Reese,রিস
Ah-Hah,আহ-হাহ
Heroism,বীরত্ব
A Fan,একজন ভক্ত
The Style,শৈলী
Naughty,দুষ্টু
Of Us,আমাদের
Karla:,করলা:
The Taj Mahal,তাজমহল
Prosecution,প্রসিকিউশন
Kester,কেস্টার
Shuvo,শুভ
Drawing,অঙ্কন
In Pairs,জোড়ায় - জোড়ায়
Listening To,শোনা
Florida,ফ্লোরিডা
Mixed,মিশ্র
Henley,হেনলি
Just Like,ঠিক যেমন
Legolas,লেগোলাস
Of The Fox,ফক্স এর
Yong-Gu,ইয়ং-গু
Will Burn,জ্বলে উঠবে
Of Tools,টুলস এর
Of The Saxons,স্যাক্সন এর
The Hobbits,হবিটস
Explore,অন্বেষণ
Durin,ডুরিন
Will Spend,খরচ করবে
Addition,যোগ
Vaishali,বৈশালী
Police,পুলিশ
Outsider,বহিরাগত
Tribulation,ক্লেশ
Vienna,ভিয়েনা
In Rice,ধানে
Yummy,মুখরোচক
Barley,যব
The Gift,উপহারটি
Ledward,লেডওয়ার্ড
Smoke,ধোঁয়া
Gantha,গাঁথা
Cassandra,ক্যাসান্ড্রা
Benito,বেনিটো
Transylvania,ট্রান্সিলভেনিয়া
In The Summer,গ্রীষ্মকালে
Flock,ঝাঁক
Greater,বৃহত্তর
Feast,পরব
Well Known,সুপরিচিত
To Protect,রক্ষা করতে
Binoculars,বাইনোকুলার
Macy'S,মেসি'স
The Smell Too,গন্ধ খুব
In The Way,পথে
Of Rubber,রাবারের
Out Loud,আউট লাউড
Sleeper,স্লিপার
Feeds,ফিড
Dozer,ডোজার
Hypnotized,হিপনোটাইজড
Oppression,নিপীড়ন
Woo-Jin,উ-জিন
The Devotees,ভক্তরা
On Television,টেলিভিশনে
Of Delhi,দিল্লির
Balbir,বলবীর
Notification,বিজ্ঞপ্তি
Ta-Da,তা-দা
Inhuman,অমানুষ
Mortem,মর্টেম
Billy'S,বিলি'স
Jenny'S,জেনি'স
Of Construction,নির্মাণের
The Original,মূল
Gaddari,গদ্দারি
Su-Ah,সু-আহ
Diary,ডায়েরি
Customers,গ্রাহকদের
Augsburg,অগসবার্গ
Franklin,ফ্র্যাঙ্কলিন
Manson,ম্যানসন
Of Traffic,ট্রাফিকের
Of Assistance,সহায়তার
Will Go Out,আমরা বাইরে যাব
Of The Emperor,সম্রাটের
In Russia,রাশিয়ায়
Nephew'S,ভাতিজা
Kieron,কাইরন
Genocide,গণহত্যা
Vainga,ভাইঙ্গা
Demigod,ডেমিগড
Of Tartarus,টারটারাসের
In The Warehouse,গুদাম মধ্যে
Kelvin,কেলভিন
Legitimately,বৈধভাবে
Khuki,খুকি
During,সময়
Google,গুগল
Dreams,স্বপ্ন
Burn It,বার্ন ইট
Annabeth,অ্যানাবেথ
Douglas,ডগলাস
The Vehicle,বাহন
Of Edmonds,এডমন্ডসের
Of Camp,ক্যাম্পের
Of Asgard,অ্যাসগার্ডের
The Hyena,হায়েনা
Kulangar,কুলাঙ্গার
Molecule,অণু
Startling,চমকপ্রদ
Of Moriarty,মরিয়ার্টির
Asgard,আসগার্ড
See You,দেখা হবে
The Harp,বীণা
Calculation,হিসাব
Nanumani'S,নানুমানির এস
The Courier,বাহক
Parliament,সংসদ
Experts,বিশেষজ্ঞদের
I Was Listening,আমি শুনছিলাম
Running Around,চারপাশে দৌড়াচ্ছে
Announced,ঘোষণা করেছে
